ID2_W05v1_6,LONDD,LATDD,AbieEast,AbieWest,AcerEast,AcerWest,AlnuEast,AlnuWest,CeltEast,CeltWest,ChAmFlor,ChAmMid,CupXEast,CupXWest,FraxEast,FraxWest,Larix,LarixPse,PicEast,PicWest,PinEast,PinNE,PinSE,PinWest,QuerEast,QuerWest,TsugEast,TsugWest
1122,-89.23,33.543,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1123,-88.68,33.78,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1124,-88.72,34.15,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1125,-89.3,34.31,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1126,-90.28,34.26,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1127,-83.9,32.79,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1128,-84.22,31.83,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1129,-83.33,31.4,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1130,-82.85,31.21,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1131,-81.38,31.75,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1132,-82.3,32.4,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1133,-82.68,33.46,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1134,-83.25,33.55,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1135,-84.25,32.62,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1136,-80.17,36.11,1,,1,,1,,1,,,1,1,,1,,,0,1,,1,1,1,,1,,1,0
1137,-78.03,36.01,1,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1138,-77.63,36.43,1,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1139,-79.15,35.77,1,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1140,-78.55,35.91,1,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1141,-76.53,35.94,1,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1142,-76.85,34.73,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1143,-79.33,34.5,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1144,-81.82,33.55,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1145,-80.37,33.21,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1146,-79.95,33.06,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1147,-78.88,33.72,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1148,-79.72,32.93,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1149,-93.27,34.51,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1150,-92.68,34.54,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1151,-94.42,33.48,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1152,-93.48,33.37,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1153,-92.32,33.11,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1154,-91.63,33.01,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1155,-92.33,32.53,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1156,-93.2,32.58,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1157,-94.37,32.49,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1158,-80.27,32.87,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1159,-93.57,31.51,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1160,-92.83,30.5,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1161,-93.72,30.13,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1162,-81.68,32.24,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1163,-85.37,30.82,,,1,,1,,1,,1,,1,,1,,,0,,,1,,1,,1,,1,0
1164,-85.88,31.79,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1165,-86.77,32.28,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1166,-94.28,29.93,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1167,-91.72,30.34,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1168,-91.53,29.78,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1169,-91.03,29.67,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1170,-90.52,29.78,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1171,-85.82,33.61,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1172,-90.42,30.47,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1173,-89.98,29.88,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1174,-90.42,30.2,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1175,-89.83,30.3,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1176,-87.27,34.63,,,1,,1,,1,,,1,1,,1,,,0,1,,1,,1,,1,,1,0
1177,-91.48,34.83,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1178,-91.75,35.17,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1179,-92.72,35.18,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1180,-93.8,35.78,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1181,-93.73,36.1,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1182,-94.07,36.43,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1183,-94.33,35.23,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1184,-94.07,34.73,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1185,-88.77,31.1,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1186,-89.68,32.32,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1187,-88.03,32.43,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,1,0
1188,-94.4,30.11,,,1,,1,,1,,,1,1,,1,,,0,,,1,,1,,1,,,0
1189,-88.467,45.883,1,,1,,1,,1,,,1,1,,1,,1,0,1,,1,1,,,1,,1,0
1190,-88.633,45.867,1,,1,,1,,1,,,1,1,,1,,1,0,1,,1,1,,,1,,1,0
1191,-88.417,45.85,1,,1,,1,,1,,,1,1,,1,,1,0,1,,1,1,,,1,,1,0
1192,-88.367,45.85,1,,1,,1,,1,,,1,1,,1,,1,0,1,,1,1,,,1,,1,0
1193,-88.4,45.85,1,,1,,1,,1,,,1,1,,1,,1,0,1,,1,1,,,1,,1,0
1194,-88.667,45.833,1,,1,,1,,1,,,1,1,,1,,1,0,1,,1,1,,,1,,1,0
1195,-118.96,47.43,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1196,-118.75,47.45,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1197,-119.41,47.21,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1198,-118.68,47.35,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1199,-117.13,46.73,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1200,-118.58,47.13,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1201,-119.6,46.88,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1202,-118.65,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1203,-118.86,47.63,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1204,-119.13,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1205,-119.75,47.15,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1206,-120.26,46.53,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1207,-117.23,46.81,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1208,-118.7,47.7,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1209,-118.93,46.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1210,-119.88,46.53,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1211,-119.43,47.15,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1212,-118.43,46.78,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1213,-117.96,47.31,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1214,-118.51,46.78,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1215,-118.15,46.76,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1216,-119.13,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1217,-117.88,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1218,-119.03,46.72,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1219,-117.65,46.82,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1220,-117.97,46.77,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1221,-118.77,46.63,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1222,-118.1,47.37,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1223,-119,46.7,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1224,-118.37,46.77,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1225,-119.08,46.73,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1226,-117.85,46.82,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1227,-117.95,47.28,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1228,-118.58,46.65,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1229,-118.47,46.67,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1230,-120.45,46.28,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1231,-117.7,46.93,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1232,-118.3,46.78,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1233,-119.62,46.73,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1234,-120.47,46.22,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1235,-118.18,47,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1236,-118.08,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1237,-120.32,46.33,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1238,-118.12,46.72,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1239,-120.47,46.9,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1240,-120.7,46.38,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1241,-119.8,46.55,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1242,-119.42,46.73,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1243,-119.48,46.38,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1244,-118.68,47.1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1245,-119.85,47.13,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1246,-119.67,47.6,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1247,-119.37,47.88,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1248,-119.58,47.88,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1249,-119.8,47.73,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1250,-119.22,46.13,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1251,-119.73,47.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1252,-118.32,46.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1253,-118.85,47.08,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1254,-119.48,45.95,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1255,-119.48,46.28,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1256,-119.43,46.38,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1257,-119.73,46.2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1258,-119.6,47.75,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1259,-120.02,47.65,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1260,-119.53,47.45,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1261,-119.45,47.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1262,-119.38,45.93,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1263,-119.3,46.33,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1264,-119.98,47.23,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1265,-119.43,46.93,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1266,-118.58,47.12,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1267,-119.6,46.12,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1268,-120.08,47.28,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1269,-119.37,47.6,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1270,-107.583,37.817,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,
1271,-112.396,46.531,,1,,1,,1,,,,1,,1,1,,,1,,1,,,,1,,,,1
1272,-112.166,46.452,,1,,1,,1,,,,1,,1,1,,,1,,1,,,,1,,,,1
1273,-124.0333,44.3667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1274,-124,44.6,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1275,-123.9333,44.95,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1276,-123.8833,44.7333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1277,-123.8667,44.75,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1278,-123.8,44.7333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1279,-123.75,44.7,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1280,-123.7,44.6833,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1281,-123.5667,44.65,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1282,-123.55,44.55,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1283,-123.5,44.5667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1284,-123.55,44.5333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1285,-123.5,44.5167,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1286,-123.4833,44.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1287,-123.4667,44.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1288,-123.4667,44.6333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1289,-123.4333,44.6167,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1290,-123.3167,44.5333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1291,-123.3,44.55,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1292,-123.3,44.5333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1293,-123.25,44.7333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1294,-123.05,44.7167,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1295,-122.9,44.5167,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1296,-122.8,44.3833,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1297,-122.75,44.45,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1298,-122.55,44.4,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1299,-122.5,44.3833,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1300,-122.4333,44.4333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1301,-122.3667,44.4333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1302,-122.25,44.3833,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1303,-122.2,44.4333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1304,-122.1333,44.4333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1305,-122.0667,44.4167,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1306,-122.0167,44.4333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1307,-121.95,45.8667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1308,-121.95,45.8667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1309,-121.9333,45.8667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1310,-121.9333,45.8667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1311,-121.9167,45.8667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1312,-121.9,45.8833,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1313,-121.9,45.8833,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1314,-121.8833,45.8833,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1315,-121.8667,45.8833,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1316,-121.9667,45.45,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1317,-121.8833,45.45,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1318,-121.8,44.4333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1319,-121.75,44.2667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1320,-121.6167,44.2333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1321,-121.5,44.2333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1322,-121.4,44.25,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1323,-121.25,44.2333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1324,-121.1667,44.2333,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1325,-121.0833,44.2667,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1326,-116.95,46.92,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1327,-116.65,46.93,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1328,-116.9,46.9,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1329,-116.85,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1330,-116.67,46.98,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1331,-116.87,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1332,-116.92,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1333,-116.83,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1334,-116.83,46.8,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1335,-116.1,47.13,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1336,-116.67,46.97,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1337,-116.67,47,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1338,-116.67,46.77,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1339,-116.73,47.13,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1340,-115.2,46.47,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1341,-119.62,48.63,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1342,-118.7,48.2,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1343,-117.03,46.83,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1344,-117.27,46.9,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1345,-117.27,46.92,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1346,-117.53,47.63,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1347,-117.55,47.47,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1348,-117.4,47.5,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1349,-117.6,47.73,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1350,-117.43,47.88,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1351,-117.35,47.7,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1352,-117.18,47,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1353,-117.55,46.28,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1354,-117.57,46.23,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1355,-117.55,46.18,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1356,-117.52,46.13,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1357,-118.55,48.18,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1358,-119.95,48.68,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1359,-119.93,48.55,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1360,-119.93,48.55,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1361,-117.2,47,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1362,-132.27,68.93,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1363,-131.77,69.03,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1364,-133.23,69.13,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1365,-132.92,69.28,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1366,-132.62,69.38,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1367,-132.85,69.43,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1368,-133.55,69.35,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1369,-132.52,68.18,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,1,,
1370,-133.72,68.22,,,,,1,1,,,,1,,,,,1,1,1,,,,,1,,1,,
1371,-134.73,69.27,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1372,-134.57,69.33,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1373,-134.45,69.38,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1374,-134.42,69.57,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1375,-134.05,69.53,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1376,-132.38,68.42,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,1,,
1377,-133.25,69.17,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1378,-133.75,69.28,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1379,-131.57,69.6,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1380,-132.47,68.32,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,1,,
1381,-138.28,68.32,,,,,,1,,,,1,,,,,1,1,1,,,,,1,,1,,
1382,-129,69.07,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1383,-130.15,69.15,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1384,-131.63,68.2,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,1,,
1385,-128.75,69.42,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1386,-129.38,69.68,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1387,-130.92,69.68,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1388,-131.58,69.37,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1389,-131.23,68.43,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,1,,
1390,-131.18,68.58,,,,,1,,,,,1,,,,,1,1,1,,,,,1,,,,
1391,-130.28,68.98,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1392,-128.93,68.8,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1393,-130.42,69.95,,,,,1,,,,,1,,,,,1,0,1,,1,1,,,,,,0
1394,-135.7,66.03,,,,,,1,,,,1,,1,,,1,1,1,,,,,1,,1,,
1395,-135.65,66.05,,,,,,1,,,,1,,1,,,1,1,1,,,,,1,,1,,
1396,-121.617,48.233,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1397,-122.561,49.325,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,1,,1,,1
1398,-68.07,46.8,1,,1,,1,,1,,,1,1,,1,,1,0,1,,1,1,,,1,,1,0
1399,-68.35,46.38,1,,1,,1,,1,,,1,1,,1,,1,0,1,,1,1,,,1,,1,0
