"sitenum","sitename","latdd","londd","altitude","poldiv1"
709,"KEN_RUC23",-0.51,36.70,255,"KEN"
710,"KEN_RUC24",-0.39,36.72,256,"KEN"
711,"KEN_RUC25",-0.51,36.70,257,"KEN"
712,"KEN_RUC26",-0.52,36.69,259,"KEN"
713,"KEN_RUC27",-0.42,36.72,260,"KEN"
714,"KEN_RUC28",-0.42,36.72,260,"KEN"
715,"KEN_RUC29",-0.71,36.72,263,"KEN"
716,"KEN_RUC3",-0.60,36.56,237,"KEN"
717,"KEN_RUC30",-0.52,36.66,265,"KEN"
718,"KEN_RUC31",-0.52,36.66,273,"KEN"
719,"KEN_RUC4",-0.49,36.61,210,"KEN"
720,"KEN_RUC5",-0.49,36.61,211,"KEN"
721,"KEN_RUC6",-0.35,36.90,155,"KEN"
722,"KEN_RUC7",-0.35,36.89,158,"KEN"
723,"KEN_RUC8",-0.35,36.90,159,"KEN"
724,"KEN_RUC9",-0.36,36.88,167,"KEN"
725,"Khasu",-14.37,35.14,388,"MWI"
726,"Kitigata_2",-50.00,29.96,0,"UGA"
727,"krake",6.39,2.67,0,"BEN"
728,"Kysanduka",-0.28,30.05,1464,"UGA"
729,"L-Bur85",-20.83,47.16,143,"MDG"
730,"Liwonde",-14.86,35.46,374,"MWI"
731,"LOKO-S1",1.95,36.03,395,"KEN"
732,"LOKO-S4",1.95,36.03,395,"KEN"
733,"LR73-13",2.76,36.57,290,"KEN"
734,"LR73-15",2.60,36.49,290,"KEN"
735,"LR73-17",2.87,36.35,290,"KEN"
736,"LR73-20-1",3.17,36.30,290,"KEN"
737,"LR73-29",4.13,36.05,290,"KEN"
738,"LR73-32",3.80,36.33,290,"KEN"
739,"LR73-33",3.65,36.21,290,"KEN"
740,"LR73-46",3.69,36.01,290,"KEN"
741,"LR73-5",3.02,36.21,290,"KEN"
742,"LR73-51",3.42,36.30,290,"KEN"
743,"LR73-58-1",3.62,36.35,290,"KEN"
744,"LR73-63",3.70,36.05,290,"KEN"
745,"LR73-9-1",2.60,36.60,290,"KEN"
746,"LR74-5A",4.01,35.98,290,"KEN"
747,"LR74-6A",4.23,36.10,290,"KEN"
748,"M_104a",25.96,51.30,19,"QAT"
749,"M_7a",25.73,51.51,0,"QAT"
750,"M-Bur85",-21.83,46.85,60,"MDG"
751,"M86-10P",-12.36,34.50,349,"MWI"
752,"M86-11P",-12.07,34.17,349,"MWI"
753,"M86-12P",-12.35,34.16,349,"MWI"
754,"M86-13PG",-11.66,34.40,349,"MWI"
755,"M86-14PG",-11.60,34.37,349,"MWI"
756,"M86-15P",-10.38,34.26,349,"MWI"
757,"M86-16P",-10.30,34.37,349,"MWI"
758,"M86-17PG",-10.03,34.18,349,"MWI"
759,"M86-18PG",-11.44,34.69,349,"MWI"
760,"M86-19P",-11.78,34.41,349,"MWI"
761,"M86-1P",-13.99,34.75,349,"MWI"
762,"M86-20PG",-10.77,34.28,349,"MWI"
763,"M86-21PG",-9.96,34.59,349,"MWI"
764,"M86-22PG",-13.02,34.51,349,"MWI"
765,"M86-23P",-13.48,34.59,349,"MWI"
766,"M86-24P",-12.18,34.61,349,"MWI"
767,"M86-25PG",-11.90,34.56,349,"MWI"
768,"M86-27P",-11.82,34.47,349,"MWI"
769,"M86-28PG",-10.89,34.37,349,"MWI"
770,"M86-2PG",-12.41,34.40,349,"MWI"
771,"M86-30P",-10.16,34.19,349,"MWI"
772,"M86-31P",-10.21,34.18,349,"MWI"
773,"M86-32PG",-9.95,34.24,349,"MWI"
774,"M86-33P",-9.94,34.19,349,"MWI"
775,"M86-3PG",-12.48,34.38,349,"MWI"
776,"M86-4PG",-14.44,35.40,349,"MWI"
777,"M86-5P",-14.14,35.11,349,"MWI"
778,"M86-6PG",-14.12,35.32,349,"MWI"
779,"M86-8PG",-11.87,34.63,349,"MWI"
780,"M86-9PG",-11.92,34.42,349,"MWI"
781,"M87--13G",-9.86,34.33,349,"MWI"
782,"M87-10G",-10.07,34.10,349,"MWI"
783,"M87-11G",-10.10,34.17,349,"MWI"
784,"M87-12G",-9.88,34.19,349,"MWI"
785,"M87-14G",-9.97,34.33,349,"MWI"
786,"M87-15G",-9.93,34.40,349,"MWI"
787,"M87-16G",-10.79,34.57,349,"MWI"
788,"M87-17G",-10.65,34.58,349,"MWI"
789,"M87-18G",-10.70,34.60,349,"MWI"
790,"M87-19G",-10.65,34.52,349,"MWI"
791,"M87-20G",-10.74,34.55,349,"MWI"
792,"M87-21G",-10.60,34.40,349,"MWI"
793,"M87-22G",-10.64,34.31,349,"MWI"
794,"M87-23G",-10.79,34.45,349,"MWI"
795,"M87-3G",-14.19,35.15,349,"MWI"
796,"M87-4G",-14.00,35.40,349,"MWI"
797,"M87-5G",-9.99,33.94,349,"MWI"
798,"M87-6G",-10.04,34.00,349,"MWI"
799,"M87-7G",-10.10,34.02,349,"MWI"
800,"M87-8G",-10.13,34.09,349,"MWI"
801,"M87-9G",-10.07,34.07,349,"MWI"
802,"MAD10STK",-18.33,48.36,452,"MDG"
803,"MAD11STK",-12.73,49.20,93,"MDG"
804,"MAD12STK",-18.83,49.15,0,"MDG"
805,"MAD13STK",-18.83,49.15,0,"MDG"
806,"MAD15STK",-19.33,47.33,164,"MDG"
807,"MAD16STK",-17.85,48.30,756,"MDG"
808,"MAD18STK",-17.85,48.30,756,"MDG"
809,"MAD1STK",-22.00,48.00,0,"MDG"
810,"MAD23STK",-18.91,47.93,106,"MDG"
811,"MAD24STK",-18.83,49.15,0,"MDG"
812,"MAD26STK",-19.33,47.33,140,"MDG"
813,"MAD27STK",-18.33,48.36,452,"MDG"
814,"MAD28STK",-18.16,47.28,117,"MDG"
815,"MAD29STK",-17.85,48.30,756,"MDG"
816,"MAD2STK",-19.33,47.33,140,"MDG"
817,"MAD30STK",-18.16,47.28,117,"MDG"
818,"MAD31STK",-18.16,47.28,117,"MDG"
819,"MAD32STK",-17.85,48.30,756,"MDG"
820,"MAD33STK",-17.85,48.30,756,"MDG"
821,"MAD34STK",-18.91,47.93,106,"MDG"
822,"MAD35STK",-18.33,48.36,452,"MDG"
823,"MAD36STK",-18.16,47.28,117,"MDG"
824,"MAD39STK",-18.16,47.28,117,"MDG"
825,"MAD3STK",-19.33,47.33,164,"MDG"
826,"MAD40STK",-18.16,47.28,117,"MDG"
827,"MAD41STK",-18.33,48.36,452,"MDG"
828,"MAD42STK",-21.76,47.50,64,"MDG"
829,"MAD45STK",-19.33,47.33,1561,"MDG"
830,"MAD47STK",-12.50,49.16,61,"MDG"
831,"MAD48STK",-17.85,48.30,756,"MDG"
832,"MAD4STK",-12.73,49.20,93,"MDG"
833,"MAD50STK",-12.50,49.16,61,"MDG"
834,"MAD51STK",-12.50,49.16,61,"MDG"
835,"MAD52STK",-12.50,49.16,61,"MDG"
836,"MAD53STK",-12.50,49.16,61,"MDG"
837,"MAD54STK",-12.50,49.16,61,"MDG"
838,"MAD55STK",-12.73,49.20,93,"MDG"
839,"MAD56STK",-12.50,49.16,61,"MDG"
840,"MAD57STK",-12.60,49.16,93,"MDG"
841,"MAD58STK",-12.50,49.16,61,"MDG"
842,"MAD59STK",-18.33,48.36,452,"MDG"
843,"MAD5STK",-12.73,49.20,93,"MDG"
844,"MAD60STK",-24.80,47.16,0,"MDG"
845,"MAD63STK",-12.60,49.16,93,"MDG"
846,"MAD64STK",-18.16,47.28,117,"MDG"
847,"MAD65STK",-24.83,47.16,0,"MDG"
848,"MAD66STK",-12.50,49.16,22,"MDG"
849,"MAD67STK",-22.00,48.00,0,"MDG"
850,"MAD70STK",-18.83,49.15,0,"MDG"
851,"MAD71STK",-19.41,47.20,180,"MDG"
852,"MAD73STK",-19.33,47.33,1,"MDG"
853,"MAD74STK",-19.33,47.33,1561,"MDG"
854,"MAD75STK",-21.11,55.50,209,"MDG"
855,"MAD7STK",-17.85,48.30,756,"MDG"
856,"MAD84STK",-18.16,47.28,1564,"MDG"
857,"MAD85STK",-19.53,47.03,1469,"MDG"
858,"MAD86STK",-18.25,47.18,1628,"MDG"
859,"MAD87STK",-18.25,47.18,1628,"MDG"
860,"MAD89STK",-24.75,46.66,1186,"MDG"
861,"MAD8STK",-18.33,48.36,452,"MDG"
862,"MAD9STK",-18.33,48.36,452,"MDG"
863,"Mag_1",-8.59,33.07,433,"TZA"
864,"Mag_2",-8.61,33.07,433,"TZA"
865,"MALI1V86",14.43,-11.43,223,"MLI"
866,"MALI2V86",14.43,-11.43,223,"MLI"
867,"MALI3V86",14.43,-11.43,223,"MLI"
868,"Malombe",-14.65,35.33,346,"MWI"
869,"MARI-S1",0.48,36.00,57,"KEN"
870,"MARI-S2",0.41,36.00,57,"KEN"
871,"Mas_1",-9.36,33.80,443,"TZA"
872,"Mas_12",-9.36,33.80,449,"TZA"
873,"Mas_14",-9.36,33.80,436,"TZA"
874,"Mas_1V",-9.36,33.80,433,"TZA"
875,"Mas_2",-9.36,33.80,440,"TZA"
876,"Mas_2V",-9.36,33.80,433,"TZA"
877,"Mas_3",-9.36,33.80,440,"TZA"
878,"Mas_3V",-9.36,33.80,433,"TZA"
879,"Mas_7",-9.36,33.80,446,"TZA"
880,"Mas_8",-9.36,33.80,438,"TZA"
881,"Mas_9",-9.36,33.80,447,"TZA"
882,"Mas-03_S4",-9.33,33.82,451,"TZA"
883,"Mas-03_S7",-9.43,33.87,460,"TZA"
884,"MAU-8802",19.30,-14.75,43,"MRT"
885,"MAU14STK",-20.43,57.46,391,"MUS"
886,"MAU19STK",-20.43,57.46,421,"MUS"
887,"MAU21STK",-20.43,57.46,404,"MUS"
888,"MAU25STK",-20.43,57.46,391,"MUS"
889,"MAU338STK",-20.45,57.46,0,"MUS"
890,"MAU37STK",-20.41,57.41,424,"MUS"
891,"MAU43STK",-20.41,57.41,439,"MUS"
892,"MAU44STK",-20.43,57.46,416,"MUS"
893,"MAU6STK",-20.41,57.41,391,"MUS"
894,"MAU83STK",-20.16,57.50,0,"MUS"
895,"MAU88STK",-20.08,57.53,0,"MUS"
896,"MAYBOY-1",-12.75,45.15,0,"YT"
897,"MAYBOY-2",-12.75,45.15,0,"YT"
898,"MAYCH-1",-13.25,45.13,0,"YT"
899,"MAYCHR-1",-12.93,45.16,0,"YT"
900,"MAYCHR-2",-12.93,45.17,1,"YT"
901,"MAYCOM-1",-12.78,45.15,0,"YT"
902,"MAYK-1",-12.95,45.10,0,"YT"
903,"MAYK-2",-12.95,45.11,0,"YT"
904,"MAYK-3",-12.94,45.11,0,"YT"
905,"MAYK-4",-12.94,45.11,0,"YT"
906,"MAYNG-1",-12.45,45.08,0,"YT"
907,"MAYV-1",-12.71,45.12,132,"YT"
908,"MAYV-3",-12.71,45.11,89,"YT"
909,"MAYV-4",-12.71,45.11,89,"YT"
910,"MAYV-5",-12.71,45.11,109,"YT"
911,"MAYV-7",-12.71,45.11,63,"YT"
912,"MAYV-8",-12.71,45.11,0,"YT"
913,"Mbeya_R",-8.87,33.55,166,"TZA"
914,"Mbz-03_S1",-9.18,33.07,126,"TZA"
915,"Miombo_1",-8.74,33.16,32,"TZA"
916,"NAMIB-A",-24.33,16.37,1770,"NAM"
917,"NAMIB-B",-24.53,16.10,1076,"NAM"
918,"NAMIB-C",-24.55,16.02,1008,"NAM"
919,"NAMIB-D",-24.58,15.73,818,"NAM"
920,"NAMIB-E",-24.65,15.69,867,"NAM"
921,"NAMIB-F",-24.71,15.53,1082,"NAM"
922,"NAMIB-G",-26.33,15.65,580,"NAM"
923,"NAMIB-H",-26.33,15.65,580,"NAM"
924,"NAMIB-I",-24.74,15.38,671,"NAM"
925,"NAMIB-J",-24.75,15.33,721,"NAM"
926,"NAMIB-K",-24.76,15.25,587,"NAM"
927,"NAMIB-M",-26.40,15.65,698,"NAM"
928,"NAMIB-N",-26.40,15.65,698,"NAM"
929,"NAMIB-O",-26.40,15.65,698,"NAM"
930,"NAMIB-P",-25.38,15.63,1164,"NAM"
931,"NAMIB-Q",-25.38,15.63,1164,"NAM"
932,"NAMIB-R",-25.38,15.63,1164,"NAM"
933,"NCC10186",13.41,2.04,232,"NER"
934,"NCC10286",13.41,2.04,232,"NER"
935,"NCC10386",13.41,2.04,232,"NER"
936,"NCC10486",13.41,2.04,232,"NER"
937,"NCC10585",13.41,2.04,232,"NER"
938,"NCC10586",13.41,2.04,232,"NER"
939,"NCC10685",13.41,2.04,232,"NER"
940,"NCC10686",13.41,2.04,232,"NER"
941,"NCC10785",13.41,2.04,232,"NER"
942,"NCC10885",13.41,2.04,232,"NER"
943,"NCC10985",13.41,2.04,232,"NER"
944,"NCC11085",13.41,2.04,232,"NER"
945,"NCC11185",13.41,2.04,232,"NER"
946,"NCC11285",13.41,2.04,232,"NER"
947,"NCC30186",13.41,2.04,232,"NER"
948,"NCC30286",13.41,2.04,232,"NER"
949,"NCC30386",13.41,2.04,232,"NER"
950,"NCC30486",13.41,2.04,232,"NER"
951,"NCC30585",13.41,2.04,232,"NER"
952,"NCC30586",13.41,2.04,232,"NER"
953,"NCC30685",13.41,2.04,232,"NER"
954,"NCC30785",13.41,2.04,232,"NER"
955,"NCC30885",13.41,2.04,232,"NER"
956,"NCC30985",13.41,2.04,232,"NER"
957,"NCC31085",13.41,2.04,232,"NER"
958,"NCC31185",13.41,2.04,232,"NER"
959,"NCC31285",13.41,2.04,232,"NER"
960,"NG_1",8.25,37.55,68,"ETH"
961,"NG_2",7.77,37.50,35,"ETH"
962,"NG_3",7.53,37.47,36,"ETH"
963,"NG_5",7.08,37.55,41,"ETH"
964,"NG_6",6.97,37.56,42,"ETH"
965,"NG_7",6.71,37.37,45,"ETH"
966,"NG_8",6.66,37.18,46,"ETH"
967,"NG_9",6.65,36.97,48,"ETH"
968,"Ng-03_S1",-9.16,33.65,185,"TZA"
969,"Ng-03_S2",-9.14,33.65,178,"TZA"
970,"Ng-03_S3",-9.14,33.65,168,"TZA"
971,"Ng-03_SI",-9.17,33.65,180,"TZA"
972,"Ng-03_SII",-9.16,33.63,179,"TZA"
973,"Ng-03_SIII",-9.14,33.61,174,"TZA"
974,"Ng-03_SIV",-9.12,33.59,174,"TZA"
975,"Ng-03_SV",-9.10,33.57,160,"TZA"
976,"Ng-03_V1",-9.14,33.65,168,"TZA"
977,"NIA_PH_sum",4.78,6.99,139,"NGA"
978,"NIA_PHdec97",4.78,6.99,139,"NGA"
979,"NIA_PHfeb98",4.78,6.99,139,"NGA"
980,"NIA_PHjan98",4.78,6.99,139,"NGA"
981,"NIA_PHmar98",4.78,6.99,139,"NGA"
982,"NIA_PHnov97",4.78,6.99,139,"NGA"
983,"NIA_PHoct97",4.78,6.99,139,"NGA"
984,"NIA01",9.55,8.64,58,"NGA"
985,"NIA02",9.54,8.63,450,"NGA"
986,"NIA03",9.56,8.63,55,"NGA"
987,"NIA04",9.51,8.62,427,"NGA"
988,"NIA05",9.51,8.60,422,"NGA"
989,"NIA06",9.68,8.82,89,"NGA"
990,"NIA07",9.72,8.86,84,"NGA"
991,"NIA08",4.90,7.19,364,"NGA"
992,"NIA09",4.78,7.05,235,"NGA"
993,"NIA10",4.78,7.05,235,"NGA"
994,"NIA11",4.78,7.05,67,"NGA"
995,"NIA12",4.88,7.14,64,"NGA"
996,"NIA13",6.43,3.53,336,"NGA"
997,"NIA14",6.43,3.53,336,"NGA"
998,"NIA15",6.43,3.53,336,"NGA"
999,"NIA16",6.43,3.53,336,"NGA"
1000,"NIA17",6.44,3.53,336,"NGA"
1001,"NIA18",6.44,3.53,336,"NGA"
1002,"NIA19",6.44,3.53,336,"NGA"
1003,"NIA20",6.44,3.53,336,"NGA"
1004,"NIA21",6.44,3.53,336,"NGA"
1005,"NIA22",6.44,3.53,336,"NGA"
1006,"NIA23",13.15,11.34,274,"NGA"
1007,"NIA24",13.14,11.13,274,"NGA"
1008,"NIA25",13.19,11.13,274,"NGA"
1009,"NIA26",13.01,11.50,274,"NGA"
1010,"NIA27",12.14,11.17,274,"NGA"
1011,"NIA28",12.16,11.10,250,"NGA"
1012,"NIA29",10.31,12.07,409,"NGA"
1013,"NIA30",10.32,12.08,409,"NGA"
1014,"NIA31",10.31,12.07,409,"NGA"
1015,"NIA32",10.22,12.05,391,"NGA"
1016,"NIA33",10.22,12.05,391,"NGA"
1017,"NIA34",6.58,7.66,205,"NGA"
1018,"NIA35",6.58,7.66,205,"NGA"
1019,"NIA36",6.66,7.58,369,"NGA"
1020,"NIA37",6.66,7.58,369,"NGA"
1021,"NIA38",6.61,7.50,351,"NGA"
1022,"NIA39",6.61,7.50,351,"NGA"
1023,"NIA40",6.35,7.00,187,"NGA"
1024,"NIA41",6.35,7.00,187,"NGA"
1025,"Niaouli",6.74,2.14,437,"BEN"
1026,"Nsukka_sum",6.35,7.47,324,"NGA"
1027,"Nsukka1",6.42,7.47,324,"NGA"
1028,"Nsukka2",6.42,7.47,324,"NGA"
1029,"Nsukka3",6.42,7.47,324,"NGA"
1030,"Nsukka4",6.42,7.47,324,"NGA"
1031,"Nsukka5",6.42,7.47,324,"NGA"
1032,"Nsukka6",6.42,7.47,324,"NGA"
1033,"Nyamusingire",-0.28,30.03,1681,"UGA"
1034,"NyikaFr",-10.66,33.58,152,"MWI"
1035,"NyikaNr",-10.68,33.57,152,"MWI"
1036,"Omo_CR100_8",4.45,36.06,303,"ETH"
1037,"OoFe80-1",13.38,14.08,0,"TCD"
1038,"OoFe80-2",13.38,14.08,0,"TCD"
1039,"OoFe80-3",13.38,14.08,0,"TCD"
1040,"Ouidah",6.34,2.08,390,"BEN"
1041,"P_2",5.40,-3.88,0,"CIV"
1042,"RaK-01",22.86,50.00,177,"SAU"
1043,"RaK-02",19.93,49.00,351,"SAU"
1044,"RaK-03",19.83,47.63,471,"SAU"
1045,"RaK-04",19.00,47.53,547,"SAU"
1046,"RaK-05",18.46,47.13,653,"SAU"
1047,"RaK-06",18.30,46.96,707,"SAU"
1048,"RaK-07",18.35,46.50,694,"SAU"
1049,"Rak-08",18.83,45.75,822,"SAU"
1050,"RARL31",-2.50,29.50,207,"RWA"
1051,"RARL32",-2.05,29.35,97,"RWA"
1052,"RARL33",-2.21,30.25,93,"RWA"
1053,"RARL34",-2.18,30.21,93,"RWA"
1054,"RARL35",-2.10,30.33,93,"RWA"
1055,"RARL36",-2.16,30.31,93,"RWA"
1056,"RARL37",-2.13,30.95,137,"RWA"
1057,"RARL38",-1.86,30.78,93,"RWA"
1058,"RARL39",-1.73,30.76,82,"RWA"
1059,"RARL40",-1.68,30.71,82,"RWA"
1060,"RARL41",-1.53,30.71,82,"RWA"
1061,"RARL42",-1.46,31.50,66,"RWA"
1062,"RARL43",-1.28,29.91,157,"RWA"
1063,"RARL44",-1.25,30.01,149,"RWA"
1064,"RARL45",-1.21,29.71,141,"RWA"
1065,"RARL46",-1.21,29.66,141,"RWA"
